class,cost,ctmi,crv_arc,crv_plane,crv_pro,diss_a,rough_a,slp_d,sp_a
wet,41.3638992,8.1202602,0.167206,0,-0.167206,0.387801,1.21182,0.511265,-1.02292
wet,39.6901016,7.6213899,0.418053,0.207352,-0.210701,0.123137,1.4184901,2.1501,-1.48262
wet,43.0401001,7.1023598,0.250998,0.187537,-0.0634608,0.150455,1.42098,1.41462,-1.31488
wet,2.9248099,21.1889992,-0.125386,0,0.125386,0.0295522,1.97207,0.434501,-3.77002
wet,12.3709002,14.2761002,-0.376534,-0.231751,0.144783,0.0759431,1.33351,1.07319,-1.97287
wet,0.857747,17.4164009,0,0,0,0,2.3719201,0.19061,-4.4120002
wet,18.8153,7.3469601,0.836182,0,-0.836182,0.201419,1.30132,2.2147,-0.995239
wet,0,7.0221601,-0.208876,-0.106202,0.102674,0.107072,1.44401,1.75439,-1.56677
wet,0,19.9522991,-1.17067,-0.0829264,1.0877399,0.122117,1.09997,2.2009599,-1.32057
wet,17.2082005,6.7027402,0.961492,0.23042,-0.731072,0.205569,1.1847399,2.9350801,-0.713715
wet,126.4160004,7.2582698,-0.0419334,0.181978,0.223911,0.305413,2.64132,1.21047,-6.0279799
wet,94.4944,9.5231304,-0.292667,-0.043241,0.249426,0.273519,2.4082201,0.628569,-5.2951002
wet,0,8.1911497,-0.543514,-0.0504016,0.493113,0.0380922,2.9178801,2.5699799,-8.29636
wet,25.9867992,8.6796799,-0.0416697,0.0003116,0.0419812,0.096548,1.60596,1.16871,-2.8143001
wet,58.7593002,6.4965701,0.459874,0.161087,-0.298786,0.0958077,2.28192,2.5913301,-6.2175398
wet,43.3695984,9.3787098,-0.501732,0.334529,0.836261,0.151155,3.0987699,2.61272,-11.7054996
wet,87.0363998,6.8666101,-0.58541,-0.104003,0.481407,0.261751,1.73988,3.5774901,-1.43925
wet,58.092701,7.46281,0.836182,0.367272,-0.46891,0.0520547,3.1972201,6.0310998,-7.1079702
wet,156.5809937,8.3849001,0.292667,0.199384,-0.0932838,0.312916,2.83003,0.392393,-4.45151
wet,52.7286987,8.1266403,-0.125612,-0.0741206,0.0514912,0.133323,2.06387,2.53848,-4.4855199
wet,0,15.9893999,-0.183859,-0.0210706,0.162788,0,0.950253,0.495744,-0.894928
wet,36.2865982,9.2642899,-0.171275,-0.0388578,0.132417,0.230012,0.932434,0.750837,-0.521027
wet,22.0743999,8.5604496,0.380603,0.490163,0.10956,0.26705,0.910881,0.329218,-0.272263
wet,0,12.2341995,0.0125084,0.0084394,-0.004069,0.0477612,0.755282,0.0083563,-0.582687
wet,17.0379009,8.5571098,0.12531,0.0651073,-0.0602032,0.229608,1.39211,0.990873,-1.67351
wet,0,20.6450996,0,0,0,0.0104009,0.950853,0,-0.849243
wet,116.6419983,8.15277,0.263129,0.0928983,-0.170231,0.314352,1.4119,1.97893,-0.294556
wet,46.6339989,11.3037996,-0.0291612,-0.0755983,-0.046437,0.172959,1.38636,1.60972,-1.15652
wet,0,13.8924999,0,0,0,0,0.925216,0,-0.814865
wet,0,11.4076004,0,0,0,0,1.01574,0,-0.936676
wet,9.9451504,7.1683998,0.0419711,0.138139,0.0961681,0.407724,1.00835,1.32425,-0.413834
wet,17.4204006,9.0879498,-0.217767,-0.124225,0.0935421,0.162147,1.03273,0.777016,-1.00371
wet,6.25741,8.2528095,0.355436,0.181771,-0.173665,0.430233,0.990271,0.447801,-0.313919
wet,27.8554993,7.7309699,-0.171803,0.0298496,0.201652,0.321931,1.25369,1.50889,-0.542191
wet,38.6766014,7.2645402,0.0290105,-0.0191881,-0.0481986,0.314181,1.28816,2.4047401,-0.431305
wet,9.38939,9.2575598,0.117248,0.128532,0.0112838,0.206619,1.2539001,0.16396,-1.16821
wet,67.5921021,6.9427299,-3.4285901,-0.589351,2.8392401,0.0568222,2.16836,11.7869997,-6.4453001
wet,20.6655998,8.4194002,0.0836408,0.0512463,-0.0323945,0.0689795,2.5566599,2.27335,-7.7865901
wet,0,16.1369991,-0.501694,-0.0104551,0.491239,0.169531,1.70871,0.832326,-2.7102699
wet,45.3642006,8.1363497,-0.12531,-0.0288722,0.0964382,0.364761,1.1361901,1.00614,-0.659943
wet,0,18.9771996,-4.5155101,-0.196764,4.3187499,0.0325697,3.5281,2.5876999,-15.9069996
wet,110.2809982,8.11127,-0.459836,-0.0804986,0.379337,0.153457,2.73511,1.54732,-8.8606396
wet,32.2219009,6.42415,-0.0835654,0.760878,0.844444,0.164303,1.45285,5.5582299,-2.05182
wet,36.6898994,8.2887001,-0.041745,0,0.041745,0.264971,1.26643,0.86398,-1.47653
wet,64.7173004,6.9345198,0.167357,0.103388,-0.0639689,0.28651,1.32862,1.67301,-1.3630199
wet,22.9724007,6.13415,0.0002261,0.274069,0.273843,0.156249,1.50447,3.99386,-2.61081
wet,12.0091,9.2347698,-0.208876,0.0638266,0.272702,0.0781463,1.63336,2.0195899,-3.5495601
wet,36.6181984,9.1878099,-0.117398,-0.0720424,0.0453561,0.130961,1.3568,1.40615,-1.7489001
wet,40.1141014,10.7103996,0.0835654,0.0171186,-0.0664468,0.226329,1.4676501,1.8402801,-1.37523
wet,17.9151001,12.2833004,-0.0001507,-0.0205051,-0.0203544,0.273733,1.2662899,1.02615,-1.1949
wet,19.2162991,7.5896902,0.961718,0.58541,-0.376308,0.127232,3.41119,0.869061,-13.3210001
wet,26.8194008,6.91992,-0.0419711,-0.0819714,-0.0400003,0.183914,3.3482101,1.69759,-13.6712999
wet,3.7505,8.0111599,0.48474,0.107883,-0.376857,0.208079,1.08759,0.570197,-0.830826
wet,0,18.0976009,-1.6804301,-0.633129,1.0473,0.007814,2.9853301,1.2596101,-7.5293999
wet,0,16.3299007,-3.9592199,-0.386036,3.57319,0.0047143,3.20894,7.3920202,-8.7167196
wet,0,18.2845993,-1.15861,-0.0429484,1.11566,0.005329,2.8843901,1.11405,-7.2099199
wet,28.3687,13.1285,-0.159144,-0.108563,0.0505808,0.150424,1.3398499,0.80286,-1.47392
wet,35.6734009,8.8361397,-0.794286,-0.187184,0.607102,0.104043,1.93457,2.2479,-4.44701
wet,10.8962002,9.6082401,-0.668825,-0.170352,0.498473,0.093296,1.91916,2.1927099,-4.2079601
wet,209.3190002,7.3245902,-0.334337,0.0444304,0.378767,0.214329,2.4091301,7.8806801,-1.8815
wet,55.2223015,7.5351,0.0836784,0.0550779,-0.0286006,0.201677,2.8913901,1.83515,-8.7146502
wet,0,9.6491804,-5.4770398,-1.21008,4.2669601,0.030401,4.0067201,12.1745996,-15.5761995
wet,20.1713009,8.1712303,0.376308,0.102608,-0.2737,0.416603,1.20394,0.971653,-0.709152
wet,171.4539948,16.5911999,-0.150779,-0.0720803,0.0786991,0.180968,1.02947,0.939171,-0.877563
wet,162.6410065,14.4148998,-0.0129606,0.0140113,0.0269719,0.28729,0.977594,0.806627,-0.545853
wet,148.8910065,9.0092497,0.037676,0.0182562,-0.0194199,0.477447,0.864715,0.420336,0.0092163
wet,131.8379974,7.8371801,-0.196518,-0.0361751,0.160343,0.392587,0.878567,1.3569,-0.109299
wet,35.6069984,8.0617304,-0.004069,-0.017503,-0.013434,0.187347,0.981622,1.62586,-0.490097
wet,0,17.6413994,-0.388892,-0.140904,0.247988,0.117259,1.00393,0.189951,-0.987885
wet,0,12.7068005,0,0,0,0,0.756534,0,-0.66011
wet,38.6267014,8.6062899,0.0877851,-0.0027731,-0.0905583,0.582089,0.716771,0.628916,0.313278
wet,32.6870003,7.6607699,0.564161,0.0103284,-0.553832,0.403793,1.29646,2.4270401,-0.449768
wet,23.5676994,8.9918699,-0.0084394,0.0145243,0.0229638,0.296426,1.30559,1.49666,-0.838928
wet,122.5090027,7.6778598,-0.0002261,0.0503688,0.0505948,0.366817,1.09381,0.795724,-0.0888977
wet,93.288002,11.1686001,-0.0837915,-0.0293932,0.0543982,0.374189,0.742222,0.169773,-0.148636
wet,68.3701019,10.2461004,-0.401852,-0.197801,0.204051,0.150891,1.00872,1.1667399,-0.823944
wet,68.7044983,9.5031004,-0.0960739,-0.0306072,0.0654666,0.14035,0.93499,0.924745,-0.709381
wet,4.6125998,8.9052696,0.0039937,0.0376301,0.0336365,0.157385,0.561825,0.85724,-0.319916
wet,25.7619991,11.0474997,0.125612,0.0001285,-0.125483,0.529801,0.515015,0.237985,0.0003815
wet,45.8526001,11.5733004,0.0748999,-0.0298448,-0.104745,0.306352,0.55313,0.587029,-0.163223
wet,127.0390015,10.2019997,-0.0878605,0.0010179,0.0888784,0.131032,0.877608,0.519081,-0.566315
wet,85.6691971,19.1303997,-0.0542535,-0.016431,0.0378225,0.221681,0.722384,0.0870269,-0.391953
wet,74.7696991,13.6058998,0.0251676,-0.0167282,-0.0418957,0.213411,0.731064,0.317966,-0.462402
wet,83.7477036,14.9031,-0.0623915,0.0226037,0.0849952,0.113241,0.787155,0.44679,-0.663834
wet,20.6294003,8.7671204,0.0122824,-0.0185164,-0.0307988,0.624613,0.55867,0.53549,0.17392
wet,54.5805016,9.1194296,0.0419711,0.0211216,-0.0208495,0.724291,0.511433,0.188245,0.376602
wet,30.6476994,11.4617996,0.0626175,0.0116616,-0.050956,0.189106,0.775926,0.198066,-0.44278
wet,32.0601006,9.9746199,-0.0000754,0.0070077,0.0070831,0.148764,0.796356,0.0800428,-0.455017
wet,47.5550995,8.0996799,0.0252429,0.0377648,0.0125219,0.389939,0.631631,0.521899,0.0106049
wet,76.1481018,14.4024,-0.146786,-0.0443422,0.102444,0.133374,1.1298,0.945614,-0.913589
wet,36.6222,14.6837997,0.250772,0.009244,-0.241528,0.402736,0.551486,0.959724,-0.0676575
wet,46.3428993,12.5061998,-0.104363,0.0066839,0.111046,0.0412143,0.989364,0.141552,-0.862259
wet,66.069397,7.04252,0.367492,0.185267,-0.182225,0.257371,1.08627,1.50182,-0.175415
wet,11.0438004,9.5171003,-0.0331549,0.0186041,0.051759,0.1559,0.742876,0.379433,-0.378113
wet,44.6959991,10.4857998,-0.0878605,-0.0212432,0.0666173,0.09491,1.16567,0.960086,-0.971909
wet,21.4130001,8.9906101,0.0500338,0.0471078,-0.002926,0.571044,0.554017,0.428244,0.0367432
wet,36.5639992,8.9777098,-0.0330042,-0.0764075,-0.0434033,0.587173,0.548776,0.867562,0.033371
wet,163.7590027,8.3344297,0.229974,0.0566767,-0.173298,0.34282,1.13982,0.412704,-0.340042
wet,140.6670074,13.9980001,-0.259512,-0.189382,0.0701305,0.143769,1.1322,0.644546,-0.829346
wet,2.7056701,8.8491602,0.112802,0.0350613,-0.0777407,0.250786,0.571306,0.332264,-0.314651
wet,72.6514969,12.6709995,-0.288824,-0.21775,0.0710747,0.114529,0.749029,0.567626,-0.513641
wet,56.5317993,7.0421901,0.635594,0.165542,-0.470052,0.512785,0.585128,1.50765,0.250931
wet,49.7246017,13.4329004,-0.0712077,-0.0389334,0.0322743,0.280845,0.621871,0.151201,-0.20105
wet,41.5649986,7.9158401,0.0755027,-0.0243446,-0.0998474,0.497214,0.652811,1.25429,0.0349274
wet,0,15.9449997,-0.217767,-0.0108057,0.206962,0.178744,0.685318,0.361741,-0.57605
wet,43.9238014,8.2543297,0.0877098,-0.0080725,-0.0957823,0.611985,0.55019,0.894187,0.084198
wet,74.8423004,8.2158699,0.267726,0.128695,-0.139031,0.671729,0.555564,0.464651,0.205063
wet,75.3816986,8.4797697,-0.0958478,-0.085893,0.0099548,0.416287,0.566031,1.07052,-0.0413361
wet,43.9836998,10.2075996,-0.104061,-0.0106562,0.0934049,0.428096,0.521765,0.319395,-0.0883179
wet,66.0572968,9.1716995,0.171652,0.105098,-0.0665538,0.525199,0.524268,0.178658,0.0821686
wet,98.4702988,10.1450005,-0.167282,-0.104164,0.0631171,0.209949,0.776394,0.94495,-0.328354
wet,0,11.6952,-0.0418957,0,0.0418957,0.0921204,0.476903,0.0938757,-0.264786
wet,6.4977002,9.5792398,-0.0248662,0.0137482,0.0386144,0.243357,0.440405,0.257522,-0.116577
wet,1.95479,12.7068005,0.0043704,0.0158219,0.0114515,0.0984931,0.473866,0.0615639,-0.180008
wet,2.7458999,12.8739004,0.0378267,0.0187738,-0.0190529,0.13322,0.403885,0.10113,-0.146194
wet,13.3506002,7.9863601,0.284454,0.105086,-0.179368,0.50163,0.611797,0.584518,0.0850372
wet,76.1804962,7.5775199,-0.0666112,0.033524,0.100135,0.462908,0.632761,1.94432,0.072052
wet,145.9700012,10.5052996,-0.209479,-0.174882,0.0345966,0.20926,1.29046,0.564942,-0.727524
wet,81.441803,7.0810099,0.2302,0.182929,-0.0472711,0.370134,0.721687,1.44513,0.0314789
wet,58.5091019,15.0256004,-0.0079873,-0.0161595,-0.0081722,0.10699,0.913927,0.414638,-0.722656
wet,7.7586298,11.5158997,-0.041745,-0.0177266,0.0240185,0.288903,0.376459,0.102827,-0.0703125
wet,97.811203,11.4506998,-0.104363,-0.0068945,0.0974681,0.328692,0.621768,0.532744,-0.241028
wet,108.875,7.9340701,-0.326274,-0.0666199,0.259654,0.432307,0.636031,1.86601,-0.0696411
wet,23.9685001,9.75319,-0.041745,-0.0377497,0.0039953,0.356575,0.599689,0.499396,-0.0835114
wet,57.4835014,9.1673498,0.0461908,-0.024646,-0.0708368,0.254999,1.80172,2.3314199,-3.4789701
wet,63.9592018,9.7248001,-0.180091,-0.0401698,0.139922,0.233988,1.8615,3.48945,-3.7158699
wet,144.1089935,7.8287802,0.120865,0.0418701,-0.0789945,0.522308,1.2615401,1.36835,-0.231796
wet,8.9355097,10.5597,-0.0208725,0.0011968,0.0220693,0.260708,0.548911,0.0891772,-0.088974
wet,0,20.0783005,-0.179639,-0.0817786,0.0978606,0.182354,0.788612,0.277326,-0.437607
wet,18.0865002,8.6675797,-0.0790443,0.0275299,0.106574,0.389804,0.493915,0.887256,0.0386353
wet,19.3635006,11.6990004,-0.0410669,-0.0033104,0.0377565,0.152212,0.53676,0.263602,-0.28775
wet,53.1164017,10.2118998,-0.133976,-0.0680098,0.0659661,0.249239,0.773039,0.378823,-0.204666
wet,62.0166016,7.92241,0.0916281,0.0192929,-0.0723352,0.47133,0.818436,1.24608,0.205887
wet,25.6380005,7.3635702,0.443371,0.100495,-0.342877,0.329467,1.40246,1.08952,-0.48645
wet,46.2902985,8.1325302,0.14234,-0.0127479,-0.155088,0.433193,0.637378,0.505034,0.0488129
wet,66.361702,8.2892799,-0.0755027,-0.0567976,0.0187051,0.432718,0.8235,1.2951,0.124771
wet,40.0341988,8.3390398,0.0082887,0.0441921,0.0359034,0.565265,0.523439,0.821571,0.16658
wet,49.0569992,8.5778303,-0.367567,-0.124059,0.243509,0.28324,0.65013,1.29398,-0.147552
wet,53.9869995,8.0086699,0.125838,0.0640348,-0.0618031,0.585447,0.567584,0.571619,0.300247
wet,60.7477989,10.5080004,-0.0043704,-0.0030912,0.0012792,0.146245,0.706358,0.140862,-0.278305
wet,67.1596985,8.78965,-0.045814,0.0120676,0.0578817,0.0867892,1.11511,0.261784,-0.896912
wet,30.0338001,16.9559994,0.0960739,0.128773,0.032699,0.262322,0.509501,0.462654,-0.222366
wet,11.1730003,8.4953804,-0.138422,0.0281794,0.166601,0.13588,1.16487,1.05395,-0.575165
wet,6.8101201,10.7630997,0.171727,0.0899126,-0.0818147,0.229817,0.95643,0.0596196,-0.1763
wet,57.6040001,9.60989,-0.0334563,-0.0086936,0.0247627,0.185666,0.715772,0.234233,-0.246063
wet,45.7151985,17.1702003,-0.0292366,-0.0401812,-0.0109446,0.350371,0.497835,0.0946591,-0.111282
wet,44.6058998,8.1668596,-0.0624668,0.0487732,0.11124,0.513076,0.469039,0.487991,0.122986
wet,35.5117989,9.8778696,-0.0460401,-0.029891,0.0161491,0.515986,0.449357,0.26452,0.094223
wet,6.8154202,11.1808996,0.0083641,-0.0988579,-0.107222,0.18754,1.62167,0.862394,-2.43489
wet,8.3349895,7.9600401,0.0128098,-0.0413125,-0.0541224,0.2011,1.70182,1.20008,-2.74406
wet,30.2176991,6.9491401,-0.0666112,0.0478219,0.114433,0.200344,1.2230901,1.6487401,-0.218521
wet,2.42275,9.5276899,0.284077,0.216927,-0.0671505,0.181528,1.3504601,0.125146,-1.21538
wet,17.0351009,8.2669296,-0.247079,-0.0844977,0.162582,0.17135,1.26359,1.32436,-1.09883
wet,52.3213005,9.2258701,-0.0586992,0,0.0586992,0.251393,0.536981,0.507703,-0.0675812
wet,0,22.8143997,0,0,0,0.174286,1.67193,0.0038466,-3.0254099
wet,12.2915001,9.8788996,-0.627456,-0.579648,0.0478086,0.145854,1.10237,1.63596,-0.94162
wet,54.1875,7.9236498,0.129304,-0.0686551,-0.197959,0.457224,0.964047,1.24454,0.0137787
wet,101.8560028,8.72089,0.179489,0.118719,-0.0607698,0.143436,2.0548501,1.96218,-2.0641201
wet,82.7991028,10.3035002,-0.0210232,0.0312834,0.0523066,0.119557,1.9272,1.84293,-2.0100901
wet,104.5930023,8.6537104,0.125386,-0.0099523,-0.135338,0.404515,1.85847,4.1911898,-0.250519
wet,71.8328018,8.6294804,0.585259,-0.211812,-0.797071,0.389309,1.89809,3.9879601,-0.403809
wet,0,17.4316998,-2.4000399,-0.303949,2.0960901,0.0183405,2.06495,2.1982501,-5.8597598
wet,101.3440018,6.8572402,0.543816,-0.022123,-0.565939,0.13,2.3154299,1.80734,-3.43874
wet,78.6194,8.4784899,0.0331549,0.0089378,-0.0242171,0.219469,1.43758,0.357336,-1.48746
wet,139.8470001,10.8834,-0.0877851,-0.0426188,0.0451663,0.214946,1.96401,3.5116601,-1.70328
wet,28.0258999,13.7764997,-0.184763,-0.0853152,0.099448,0.131445,1.74824,3.4771399,-3.9751101
wet,0,7.77806,-0.986886,-0.114803,0.872083,0.0746473,1.7415299,3.0715599,-4.4885898
wet,0,13.6820002,-2.11129,-0.0022707,2.10902,0.179529,1.88033,3.81251,-3.5457301
wet,10.8676004,6.8531599,0.150327,0.227466,0.077139,0.110183,1.8196599,2.00244,-4.59624
wet,29.9398003,9.7609797,-0.0419711,-0.100401,-0.0584297,0.0961479,1.92362,2.5750501,-3.20697
wet,63.1411018,13.1194,0.104513,-0.180282,-0.284795,0.108902,2.11199,1.29615,-3.5982101
wet,5.3674202,11.6952,0.208951,0.0687542,-0.140197,0.167835,1.02986,0.460435,-0.950226
wet,31.1839008,6.49196,0.167357,0.163172,-0.0041847,0.22538,1.17228,2.6879001,-0.838623
wet,42.7318993,8.4799805,0.125386,-0.0705861,-0.195972,0.374245,0.934926,1.42694,-0.501022
wet,8.9019299,8.5966396,-0.0247155,0.0507113,0.0754268,0.137098,1.2085201,1.26987,-1.39265
wet,77.6365967,6.89464,-0.10052,0.0568549,0.157375,0.126539,1.69091,1.74104,-1.70319
wet,97.1448975,8.1352396,-0.117248,-0.141837,-0.0245897,0.113109,1.83767,3.5213101,-1.86502
wet,76.180397,8.0790005,0.204882,0.0787681,-0.126114,0.322679,1.4798,1.06551,-0.908234
wet,66.4237976,8.0270205,0.22146,0.09114,-0.13032,0.328606,1.43906,0.561231,-0.830505
wet,54.1203995,6.9867702,0.276391,0.0860299,-0.190361,0.337502,1.36476,1.58787,-0.73027
wet,25.6884995,7.8722,0.0666866,0.0952059,0.0285194,0.208884,1.22481,0.6552,-1.07643
wet,3.91085,7.7181702,0.0331549,0.0600118,0.0268569,0.102138,1.18022,0.764289,-1.5082099
wet,0,19.2378998,-0.0877851,-0.0290033,0.0587819,0.0454948,1.13094,0.149856,-1.37692
wet,20.7008991,8.1856604,0.171501,0.0431623,-0.128339,0.218177,1.09418,2.90376,-1.3142101
wet,0,17.2465,-0.660159,-0.06391,0.596249,0.141389,1.1359299,0.716012,-1.5522
wet,34.985199,8.2077599,0.12192,-0.0651096,-0.187029,0.290081,1.30826,0.936807,-1.11148
wet,31.6046009,6.0597701,1.08718,0.405561,-0.681618,0.32529,1.01976,4.2716098,-0.449677
wet,39.1100006,8.4016399,0.54359,0,-0.54359,0.454468,1.04468,1.73944,-0.331512
wet,4.34689,8.6105204,0.0167282,-0.0033688,-0.020097,0.113104,0.937521,0.642549,-0.701447
wet,4.1185198,9.8319197,0.0841682,0.0115998,-0.0725685,0.111908,0.996451,0.553902,-0.753906
wet,0,20.1676006,-0.28046,-0.172451,0.10801,0.134546,1.06126,0.402354,-0.794327
wet,17.7943993,14.1691999,-0.418279,-0.159201,0.259078,0.123897,1.2845,1.95834,-1.63155
wet,29.9055004,6.0559902,0.334412,0.217274,-0.117138,0.255103,1.20397,4.0220399,-0.838348
wet,47.4463997,7.6119099,0.28905,0.083873,-0.205177,0.340178,1.10273,0.849968,-0.429993
wet,4.85707,9.3290195,-0.459949,-0.133669,0.32628,0.0503876,1.16386,0.763215,-1.16747
wet,49.9435005,6.9777398,0.280536,0.110357,-0.170179,0.265621,1.23667,1.60228,-0.750153
wet,4.61801,8.4133101,-0.146334,0.0288732,0.175207,0.0430371,1.0233001,0.821471,-1.3279001
wet,0,8.2938099,-1.05779,-0.227204,0.830588,0.0899846,1.05167,2.1481099,-1.2198
wet,78.385498,9.6478004,-0.121317,-0.0431719,0.0781449,0.192197,1.24729,1.33156,-1.1364599
wet,0,9.8314199,-0.359354,0.0361028,0.395457,0.0702591,1.4931901,1.10835,-2.34642
wet,37.6046982,7.2553601,0.330343,0.0546484,-0.275695,0.0992153,1.98956,2.4268999,-3.10359
wet,45.9313011,9.23102,-0.125461,-0.125767,-0.0003063,0.261743,1.11151,2.2189901,-0.916443
wet,36.8269997,16.4400997,-3.84642,-2.1577401,1.6886801,0.120049,0.976351,0.665628,-1.66307
wet,93.5756989,6.03405,0.752616,0.192531,-0.560085,0.399937,1.0004801,4.7448401,-0.47522
wet,64.1555023,7.2825699,1.54713,0.200754,-1.34637,0.456271,0.976751,1.60037,-0.152344
wet,121.2020035,9.4833698,-0.0000754,-0.161736,-0.161661,0.151139,1.21013,2.5037301,-1.6044
wet,35.2593002,11.2207003,-0.280008,-0.0111031,0.268905,0.0477309,2.02619,2.48487,-3.26755
wet,43.7890015,8.0315399,0.0836408,0.140841,0.0572006,0.13906,1.73436,2.2337301,-2.23967
wet,25.7852001,7.6721201,0.501694,0.15677,-0.344924,0.131437,1.62033,0.800308,-2.10042
wet,189.0659943,6.6378398,0.041745,0.148794,0.107049,0.212527,2.3558099,8.9328499,-2.51335
wet,7.2810898,9.80089,0.125461,0,-0.125461,0.0475814,1.87334,0.244046,-4.3303199
wet,16.3220005,17.2712002,-0.376308,-0.1422,0.234108,0,2.05216,0.751691,-5.2985702
wet,0,16.6604996,-1.7309099,-0.176191,1.55472,0.0755442,1.84096,1.3362401,-3.8329501
wet,19.0361004,10.0236998,0,0,0,0.172384,1.1829,0.15242,-1.15558
wet,3.91274,12.2549,-0.041745,0,0.041745,0.0099534,1.1626,0.194237,-1.87025
wet,20.4155006,20.0921993,0.125461,0,-0.125461,0.211257,1.1941299,0.274901,-1.27083
wet,0,12.3884001,0,0,0,0.0706151,1.75256,0,-2.4902799
wet,18.5034008,6.4578099,0.251073,0.125537,-0.125537,0.197714,1.43827,2.6935899,-1.90259
wet,0,8.6467896,-0.711022,-0.256714,0.454308,0.152513,1.40865,1.81134,-2.1047499
wet,0,8.5374804,-0.209177,-0.0205321,0.188645,0.240356,1.33057,1.34724,-1.6694601
wet,45.4393997,7.7736001,0.334412,0.125405,-0.209008,0.261651,1.51855,0.723084,-1.25896
wet,20.4902,6.2111402,1.46341,0.891072,-0.572341,0.307275,1.29713,3.44554,-1.08005
wet,44.601799,7.6709199,0.334638,0.0639722,-0.270666,0.516624,1.1097,0.801268,-0.282379
wet,0,16.8195,-1.17067,-0.0173525,1.15332,0,2.5024199,3.1677201,-4.93187
wet,84.8707962,8.0166798,0.117549,0.113034,-0.0045149,0.222758,1.90469,5.0902901,-3.1986101
wet,0,13.1422005,0,0,0,0,1.28664,0,-1.34251
wet,28.4559002,8.61728,-0.376459,-0.0313547,0.345104,0.0696695,1.48156,3.10728,-2.10115
wet,53.2257004,10.2988997,-0.0000754,0,0.0000754,0.0681253,2.1122899,0.81019,-2.88644
wet,75.6557999,8.5836601,-1.5888,-0.20712,1.38168,0.0543922,2.2356701,4.1742802,-3.3201399
wet,5.8613501,7.5699501,0.376534,0.380163,0.0036289,0.0967076,2.0179,1.09725,-4.61519
wet,34.167099,6.7269502,-0.250847,-0.170597,0.0802499,0.246192,1.34326,4.2256699,-1.4397
wet,0,6.56177,-0.250847,0.132123,0.38297,0.251047,1.33253,4.9893999,-1.41982
wet,65.0459976,8.2981701,-0.041745,-0.219103,-0.177358,0.266621,1.2516201,2.99295,-0.885483
wet,51.5430984,5.8699298,0.376233,0.0815277,-0.294705,0.245929,1.41189,4.84095,-1.4464
wet,21.6128006,6.0739698,-0.12531,0.217436,0.342746,0.156078,1.22149,3.9505999,-1.80588
wet,38.2999001,9.1430902,-1.29643,-0.538434,0.757998,0.0914732,2.0932901,2.5720899,-5.14536
wet,56.7001991,6.3024802,0.0833394,-0.0470594,-0.130399,0.13308,2.0315599,6.6063499,-4.5324402
wet,25.9260998,17.9815006,-0.627306,-0.712504,-0.0851986,0.0152521,3.0699899,2.4211199,-8.8747101
wet,13.6674995,10.4137001,-0.543665,-0.0997359,0.443929,0.0207796,3.0190301,1.88086,-9.0749798
wet,15.6899004,7.2614102,-0.250922,-0.0899991,0.160923,0.100226,1.72881,2.7467799,-3.3691299
wet,72.1567993,10.7265997,0.250696,-0.117379,-0.368075,0.113013,2.0478799,2.2251599,-3.7889299
wet,29.6333008,6.8274002,0.62723,0.452803,-0.174427,0.116703,2.0699401,3.7569799,-4.6371002
wet,0,7.2307801,-0.710645,-0.239589,0.471056,0.0431051,2.0195501,2.7488401,-5.5584998
wet,3.4806299,20.7019005,-0.250847,0,0.250847,0.0074381,2.82108,0.412195,-7.7273598
wet,32.1841011,6.0293102,1.46337,0.768447,-0.694928,0.0596799,3.51826,4.5362301,-12.1868
wet,34.5988998,7.0348501,-0.0419711,0.135866,0.177837,0.0452426,2.5014701,3.0246401,-5.4061399
wet,0,11.8151999,0,0,0,0.13255,1.89373,0.152454,-3.59831
wet,35.8774986,6.8357201,0.0839422,0.208512,0.124569,0.144216,1.94502,1.84661,-4.0472999
wet,0,6.2719598,-2.8848901,-0.0408646,2.8440299,0.113427,3.63341,18.7747002,-12.3389997
wet,187.2220001,7.0236602,0.878228,0.649819,-0.228409,0.135505,1.9191,2.71579,-3.7149
wet,97.3794022,8.0307503,-0.250922,-0.156356,0.0945659,0.131623,1.50563,1.82916,-1.52411
wet,0,10.4815998,-0.0836031,0,0.0836031,0.108434,2.45539,0.241061,-5.7231798
wet,93.6638031,7.3352699,0.167508,0.0816783,-0.0858293,0.150918,1.51206,1.12078,-1.35759
wet,116.4990005,6.6045499,0.710645,0.306147,-0.404498,0.450783,1.2218699,2.3264,0.448196
wet,47.8569984,9.3002005,0.0418204,0,-0.0418204,0.440439,0.889035,0.157115,0.078186
wet,38.4174995,7.2625599,0.125537,0.145895,0.0203581,0.282479,0.813031,1.6388201,-0.211075
wet,23.9883003,11.0021,-0.041745,0,0.041745,0.157719,0.840718,0.157032,-0.463181
wet,58.0816994,7.0966301,0.209177,-0.0358069,-0.244984,0.388648,0.97794,1.56636,-0.155106
wet,29.3787003,6.2315302,1.96514,0.142669,-1.8224699,0.109965,2.86078,3.4422901,-8.51231
wet,0,11.6952,0,0,0,0.0921439,1.5214,0,-1.68507
wet,0,11.6952,0,0,0,0.0778832,1.67849,0,-2.33131
wet,0,11.0021,0,0,0,0.0228883,1.02294,0,-0.803261
wet,0,14.1801996,0,0,0,0.258139,2.2634599,0,-3.7841301
wet,0,11.0021,0,0,0,0.0409846,0.998225,0,-0.721039
wet,74.1341019,7.6092501,0.167206,0.0369989,-0.130207,0.272956,1.37041,0.852228,-0.665985
