FID,POINTID,GRID_CODE,class,predB1,predB2,predB3,predB4,predB5,predB6,predB7,predB8,predB9,predB10,predB11,predB12,predB13,predB14,predB15,predB16,predB17,predB18,imgB1,imgB2,imgB3,imgB4,imgB5,pca1,pca2,ndvi,ndvir,skp,diff,lst,grd,all,frst,grdr,lstr,allr,frstr,rand,rand2,rand3,id_2,rand4,rand5,pcaxB1,pcaxB2,pcaxB3,pcaxB4,pcaxB5
3926,59267,4,forest,5637,3747,3115,3034,3163,8425,9480,33010,32328,14071,887,651,1183,689,33,33,33,33,5637.000000000000000,3747.000000000000000,3115.000000000000000,3034.000000000000000,3163.000000000000000,8425,9480,0.0076458,-0.0131729,29.1336002,12.2730999,13.6512003,18.2000008,10.0158997,10.6128998,33,33,33,33,0,4,0,4,1,1,8419,9651,8321,5932,1720
3927,59580,4,forest,5384,3961,3031,3018,3076,8315,9476,33001,32689,15095,1163,819,1163,776,33,33,33,33,5384.000000000000000,3961.000000000000000,3031.000000000000000,3018.000000000000000,3076.000000000000000,8315,9476,0.0073686,-0.0021491,26.2745991,14.6225996,17.8999996,17.8999996,12.6128998,11.9443998,33,33,33,33,0,4,0,4,1,1,8319,9668,8188,5633,1803
3928,59585,4,forest,5621,4410,3385,3355,3460,9098,9441,33118,32614,21282,607,536,646,481,17,17,17,13,5621.000000000000000,4410.000000000000000,3385.000000000000000,3355.000000000000000,3460.000000000000000,9098,9441,0.0109569,-0.0044510,28.8971996,28.8134995,9.3500004,9.9411802,8.2571402,7.4000001,17,17,17,13,0,4,0,4,1,1,9105,9600,8103,5514,1814
3929,59623,4,forest,5187,3731,3111,2902,3018,8077,9409,32262,31621,13018,1134,885,1228,1000,35,35,35,35,5187.000000000000000,3731.000000000000000,3111.000000000000000,2902.000000000000000,3018.000000000000000,8077,9409,-0.0151737,-0.0347580,35.0446014,9.8595600,17.4545002,18.9048004,13.6222000,15.3845997,35,35,35,35,0,4,0,4,1,1,8082,9620,8019,5747,1682
3930,59748,4,forest,6194,4714,4114,4376,4831,10892,8739,35385,33770,12603,1076,672,1099,636,32,32,32,32,6194.000000000000000,4714.000000000000000,4114.000000000000000,4376.000000000000000,4831.000000000000000,10892,8739,0.0801565,0.0308598,20.8041992,8.9072304,16.5555992,16.9130001,10.3403997,9.7931004,32,32,32,32,0,4,0,4,1,1,10857,8792,7988,5875,1883
3931,59777,4,forest,6146,4937,4371,4507,4962,11192,8723,34834,33261,11848,1232,931,1277,926,32,32,32,32,6146.000000000000000,4937.000000000000000,4371.000000000000000,4507.000000000000000,4962.000000000000000,11192,8723,0.0633237,0.0153188,18.8990002,7.1747398,18.9582996,19.6499996,14.3234997,14.2500000,32,32,32,32,0,4,0,4,1,1,11166,8773,7777,5771,1847
3932,59850,2,herb,6971,5902,4681,4987,5354,12528,9048,34957,33796,8720,1474,1474,1474,1474,11,11,11,11,6971.000000000000000,5902.000000000000000,4681.000000000000000,4987.000000000000000,5354.000000000000000,12528,9048,0.0670653,0.0316508,18.5932007,0.0000000,22.6875000,22.6875000,22.6875000,22.6875000,11,11,11,11,0,2,0,2,1,1,12512,9021,8101,5466,1998
3933,59851,2,herb,7031,6160,4884,5042,5242,12724,9279,33918,33281,8720,1563,1563,1563,1563,8,8,8,8,7031.000000000000000,6160.000000000000000,4884.000000000000000,5042.000000000000000,5242.000000000000000,12724,9279,0.0353545,0.0159178,18.8817005,0.0000000,24.0587997,24.0587997,24.0587997,24.0587997,8,8,8,8,1,2,0,2,1,1,12728,9252,7984,5352,1992
3934,59869,2,herb,6811,5810,4433,4823,5403,12263,8867,35990,34140,8720,1472,1472,1472,1472,6,6,6,6,6811.000000000000000,5810.000000000000000,4433.000000000000000,4823.000000000000000,5403.000000000000000,12263,8867,0.0986173,0.0421348,20.2194004,0.0000000,22.6471004,22.6471004,22.6471004,22.6471004,6,6,6,6,0,2,0,2,1,1,12234,8854,8197,5367,1973
3935,59873,2,herb,6831,5861,4664,5021,5423,12483,8912,35225,33967,8720,1542,1542,1542,1542,12,12,12,12,6831.000000000000000,5861.000000000000000,4664.000000000000000,5021.000000000000000,5423.000000000000000,12483,8912,0.0752454,0.0368611,17.4878006,0.0000000,23.7332993,23.7332993,23.7332993,23.7332993,12,12,12,12,0,2,0,2,1,1,12463,8891,8015,5447,2019
3936,59909,4,forest,6069,4822,4290,4174,4677,10796,8904,34173,32311,15078,997,744,1025,585,21,21,21,21,6069.000000000000000,4822.000000000000000,4290.000000000000000,4174.000000000000000,4677.000000000000000,10796,8904,0.0431583,-0.0137051,36.0583000,14.5837002,15.3462000,15.7727003,11.4474001,9.0000000,21,21,21,21,1,4,0,4,1,1,10780,8977,7819,5744,1694
3937,59935,2,herb,6498,5607,4193,5094,6314,12472,7847,39373,35938,8728,1576,1576,1615,1576,15,15,15,15,6498.000000000000000,5607.000000000000000,4193.000000000000000,5094.000000000000000,6314.000000000000000,12472,7847,0.2018650,0.0970173,18.9312000,0.0183716,24.2609005,24.8570995,24.2609005,24.2609005,15,15,15,15,0,2,0,2,1,1,12386,7820,8198,5368,2050
3938,59936,2,herb,6217,5332,3970,5039,6463,12172,7478,40588,36647,8723,1870,1870,1900,1870,12,12,12,12,6217.000000000000000,5332.000000000000000,3970.000000000000000,5039.000000000000000,6463.000000000000000,12172,7478,0.2389530,0.1186590,18.2838993,0.0082703,28.7777996,29.2423992,28.7777996,28.7777996,12,12,12,12,0,2,0,2,1,1,12065,7467,8178,5406,2067
3939,59958,2,herb,6817,5770,4390,4646,5044,11984,9158,35031,33688,8720,1267,1267,1267,1267,5,5,5,5,6817.000000000000000,5770.000000000000000,4390.000000000000000,4646.000000000000000,5044.000000000000000,11984,9158,0.0693237,0.0283311,21.6021996,0.0000000,19.5000000,19.5000000,19.5000000,19.5000000,5,5,5,5,1,2,0,2,1,1,11971,9160,8220,5364,1950
3940,59962,2,herb,7404,5927,4881,4935,5369,12816,9290,34319,32940,8720,1260,1260,1260,1260,5,5,5,5,7404.000000000000000,5927.000000000000000,4881.000000000000000,4935.000000000000000,5369.000000000000000,12816,9290,0.0476098,0.0055012,19.5076008,0.0000000,19.3889008,19.3889008,19.3889008,19.3889008,5,5,5,5,0,2,0,2,1,1,12802,9234,8297,5652,1829
3941,59994,2,herb,6800,5835,4447,4904,5205,12213,9025,35332,34361,8720,1474,1474,1474,1474,7,7,7,7,6800.000000000000000,5835.000000000000000,4447.000000000000000,4904.000000000000000,5205.000000000000000,12213,9025,0.0785330,0.0488718,20.5105000,0.0000000,22.6875000,22.6875000,22.6875000,22.6875000,7,7,7,7,0,2,0,2,1,1,12196,9015,8128,5378,2092
3942,60004,2,herb,6297,5645,3899,5119,6753,12490,7333,41537,37191,8730,1748,1748,1776,1748,12,12,12,12,6297.000000000000000,5645.000000000000000,3899.000000000000000,5119.000000000000000,6753.000000000000000,12490,7333,0.2679310,0.1352850,18.0266991,0.0245056,26.8999996,27.3332996,26.8999996,26.8999996,12,12,12,12,0,2,0,2,1,1,12374,7307,8306,5157,2102
3943,60035,2,herb,6315,5749,4106,5135,6627,12578,7522,40454,36407,8727,1601,1601,1620,1601,9,9,9,9,6315.000000000000000,5749.000000000000000,4106.000000000000000,5135.000000000000000,6627.000000000000000,12578,7522,0.2348830,0.1113520,17.5091991,0.0162048,24.6429005,24.9375000,24.6429005,24.6429005,9,9,9,9,0,2,0,2,1,1,12478,7500,8164,5148,2057
3944,60041,2,herb,6293,5317,4387,5081,6310,12321,7735,38649,35161,8731,1879,1879,1915,1879,15,15,15,15,6293.000000000000000,5317.000000000000000,4387.000000000000000,5081.000000000000000,6310.000000000000000,12321,7735,0.1797700,0.0732995,1.7275400,0.0270386,28.9183998,29.4687996,28.9183998,28.9183998,15,15,15,15,0,2,0,2,1,1,12235,7722,7932,5586,1937
3945,60042,2,herb,6634,5485,4503,5162,6384,12676,7890,38420,34993,8723,1983,1983,2026,1983,21,21,21,21,6634.000000000000000,5485.000000000000000,4503.000000000000000,5162.000000000000000,6384.000000000000000,12676,7890,0.1727750,0.0681842,2.3890600,0.0083313,30.5191994,31.1795006,30.5191994,30.5191994,21,21,21,21,0,2,0,2,1,1,12592,7850,8090,5624,1917
3946,60084,4,forest,6012,4668,3703,4196,4605,10430,8744,36316,34804,11301,1564,1099,1614,1159,34,34,34,34,6012.000000000000000,4668.000000000000000,3703.000000000000000,4196.000000000000000,4605.000000000000000,10430,8744,0.1085700,0.0624130,30.3549004,5.9205599,24.0667000,24.8400002,16.9130001,17.8332996,34,34,34,34,1,4,0,4,1,1,10392,8819,8133,5692,2010
3947,60096,2,herb,6817,5950,4772,5270,6357,13112,8171,37425,34384,8746,1729,1729,1756,1729,13,13,13,13,6817.000000000000000,5950.000000000000000,4772.000000000000000,5270.000000000000000,6357.000000000000000,13112,8171,0.1424210,0.0495917,16.2980003,0.0603943,26.6053009,27.0293999,26.6053009,26.6053009,13,13,13,13,0,2,0,2,1,1,13050,8121,8018,5412,1906
3948,60104,4,forest,6398,4839,4206,4288,4618,10945,9068,34289,33076,11990,1407,986,1486,1014,29,29,29,29,6398.000000000000000,4839.000000000000000,4206.000000000000000,4288.000000000000000,4618.000000000000000,10945,9068,0.0466909,0.0096539,32.0116005,7.5012498,21.6522007,22.8750000,15.1714001,15.6070995,29,29,29,29,0,4,0,4,1,1,10925,9114,8064,5863,1826
3949,60144,2,herb,6001,5512,3881,5059,7086,12418,6898,42333,37076,8730,1926,1926,1926,1926,9,9,9,9,6001.000000000000000,5512.000000000000000,3881.000000000000000,5059.000000000000000,7086.000000000000000,12418,6898,0.2922400,0.1317670,16.0090008,0.0244751,29.6364002,29.6399994,29.6364002,29.6364002,9,9,9,9,0,2,0,2,1,1,12283,6887,8176,5118,1973
3950,60154,2,herb,6469,5879,5007,5449,6354,13086,8045,36644,34144,8728,2025,2025,2034,2025,13,13,13,13,6469.000000000000000,5879.000000000000000,5007.000000000000000,5449.000000000000000,6354.000000000000000,13086,8045,0.1185640,0.0422724,3.4583199,0.0201416,31.1636009,31.3055992,31.1636009,31.1636009,13,13,13,13,0,2,0,2,1,1,13034,8013,7573,5453,1954
3951,60172,2,herb,6744,5861,4868,5153,5432,12586,8905,34553,33691,8734,1240,1240,1318,1240,33,33,33,33,6744.000000000000000,5861.000000000000000,4868.000000000000000,5153.000000000000000,5432.000000000000000,12586,8905,0.0547573,0.0284403,1.2744100,0.0335999,19.0909004,20.2812996,19.0909004,19.0909004,33,33,33,33,0,2,0,2,1,1,12574,8886,7790,5507,2030
3952,60198,2,herb,6438,6304,5232,5614,6797,13633,7823,37022,33913,8724,2206,2206,2262,2206,15,15,15,15,6438.000000000000000,6304.000000000000000,5232.000000000000000,5614.000000000000000,6797.000000000000000,13633,7823,0.1301020,0.0352204,2.3964200,0.0099792,33.9388008,34.8055992,33.9388008,33.9388008,15,15,15,15,0,2,0,2,1,1,13579,7780,7437,5169,1885
3953,60233,2,herb,7350,6449,5517,5497,5593,13627,9326,32984,32700,8718,1275,1275,1325,1275,11,11,11,11,7350.000000000000000,6449.000000000000000,5517.000000000000000,5497.000000000000000,5593.000000000000000,13627,9326,0.0068407,-0.0018159,10.4685001,-0.0030518,19.6250000,20.3871002,19.6250000,19.6250000,11,11,11,11,0,2,0,2,1,1,13639,9254,7742,5511,1956
3954,60234,2,herb,7088,6540,5634,5364,5656,13565,9227,32823,31955,8741,1419,1419,1495,1419,13,13,13,13,7088.000000000000000,6540.000000000000000,5634.000000000000000,5364.000000000000000,5656.000000000000000,13565,9227,0.0019486,-0.0245499,9.0073099,0.0486450,21.8363991,23.0000000,21.8363991,21.8363991,13,13,13,13,0,2,0,2,1,1,13584,9179,7529,5332,1794
3955,60248,2,herb,6283,6089,5060,5819,6744,13452,7677,37433,35045,8734,1617,1617,1586,1617,29,29,29,29,6283.000000000000000,6089.000000000000000,5060.000000000000000,5819.000000000000000,6744.000000000000000,13452,7677,0.1426640,0.0697675,0.8074070,0.0334473,24.8824005,24.4074001,24.8824005,24.8824005,29,29,29,29,0,2,0,2,1,1,13390,7636,7371,5297,2145
3956,60252,2,herb,6898,6449,5706,6236,7503,14712,7547,37216,34213,8726,2188,2188,2229,2188,16,16,16,16,6898.000000000000000,6449.000000000000000,5706.000000000000000,6236.000000000000000,7503.000000000000000,14712,7547,0.1360440,0.0443812,4.3885298,0.0146484,33.6739006,34.2941017,33.6739006,33.6739006,16,16,16,16,1,2,0,2,1,1,14638,7433,7405,5479,1940
3957,60303,4,forest,6406,5255,4600,4724,5186,11750,8774,34721,33195,12409,1097,650,1097,578,26,26,26,26,6406.000000000000000,5255.000000000000000,4600.000000000000000,4724.000000000000000,5186.000000000000000,11750,8774,0.0598815,0.0132990,19.6002998,8.4627399,16.8824005,16.8824005,10.0000000,8.8999996,26,26,26,26,0,4,0,4,1,1,11727,8796,7794,5712,1856
3958,60338,4,forest,6469,5185,4776,5001,5239,11963,8757,34274,33513,11590,1060,755,1060,661,25,25,25,25,6469.000000000000000,5185.000000000000000,4776.000000000000000,5001.000000000000000,5239.000000000000000,11963,8757,0.0462307,0.0230132,30.1009007,6.5826998,16.3157997,16.3157997,11.6206999,10.1765003,25,25,25,25,0,4,0,4,1,1,11941,8763,7660,5914,1972
3959,60389,4,forest,5800,4527,3844,3714,4132,9898,9085,33942,32196,13410,1266,866,1328,743,30,30,30,30,5800.000000000000000,4527.000000000000000,3844.000000000000000,3714.000000000000000,4132.000000000000000,9898,9085,0.0361083,-0.0172003,25.9230003,10.7578001,19.4827995,20.4400005,13.3332996,11.4333000,30,30,30,30,1,4,0,4,1,1,9889,9204,7948,5672,1688
3960,60424,4,forest,5967,4770,4460,4264,4639,10815,8911,33404,32023,11263,1419,1126,1432,1046,34,34,34,34,5967.000000000000000,4770.000000000000000,4460.000000000000000,4264.000000000000000,4639.000000000000000,10815,8911,0.0196725,-0.0224667,20.5725994,5.8339500,21.8386993,22.0345001,17.3250008,16.1000004,34,34,34,34,0,4,0,4,1,1,10806,8990,7608,5824,1698
3961,60490,2,herb,5839,5622,3367,5868,10045,13928,4233,49071,41631,8720,2379,2379,2379,2379,13,13,13,13,5839.000000000000000,5622.000000000000000,3367.000000000000000,5868.000000000000000,10045.000000000000000,13928,4233,0.4979120,0.2708180,15.3359003,0.0000000,36.6110992,36.6110992,36.6110992,36.6110992,13,13,13,13,0,2,0,2,1,1,13627,4126,8639,4860,2043
3962,60505,4,forest,5789,4999,4037,4134,4663,10610,8777,35117,33148,9292,1647,1400,1664,1421,36,36,36,36,5789.000000000000000,4999.000000000000000,4037.000000000000000,4134.000000000000000,4663.000000000000000,10610,8777,0.0719540,0.0118713,25.3463001,1.3141500,25.3462009,25.6000004,21.5484009,21.8750000,36,36,36,36,0,4,0,4,1,1,10594,8873,7791,5408,1818
3963,60522,4,forest,6400,5216,4589,4580,5126,11637,8822,34570,32727,11968,1330,925,1330,858,26,26,26,26,6400.000000000000000,5216.000000000000000,4589.000000000000000,4580.000000000000000,5126.000000000000000,11637,8822,0.0552754,-0.0009816,32.4346008,7.4505301,20.4706001,20.4706001,14.2307997,13.1999998,26,26,26,26,0,4,0,4,1,1,11615,8850,7826,5706,1758
3964,60635,4,forest,5803,4250,3764,3913,4128,9825,8976,34270,33395,11531,1277,937,1362,940,37,37,37,37,5803.000000000000000,4250.000000000000000,3764.000000000000000,3913.000000000000000,4128.000000000000000,9825,8976,0.0461227,0.0194086,24.5230999,6.4485502,19.6562996,20.9643002,14.4254999,14.4666996,37,37,37,37,0,4,0,4,1,1,9805,9085,7945,5934,1868
3965,60682,4,forest,6273,5311,4853,4675,5100,11755,8870,33572,32147,17736,630,459,555,414,30,30,30,30,6273.000000000000000,5311.000000000000000,4853.000000000000000,4675.000000000000000,5100.000000000000000,11755,8870,0.0248166,-0.0186818,35.6444016,20.6802006,9.6981096,8.5384598,7.0714302,6.3793101,30,30,30,30,0,4,0,4,1,1,11749,8907,7540,5680,1731
3966,60941,4,forest,6435,5080,4642,4903,5271,11819,8665,34838,33655,19312,616,490,718,501,23,23,23,22,6435.000000000000000,5080.000000000000000,4642.000000000000000,4903.000000000000000,5271.000000000000000,11819,8665,0.0634520,0.0273442,35.5432014,24.2950993,9.4791698,11.0475998,7.5483899,7.7111101,23,23,23,22,0,4,0,4,1,1,11788,8674,7752,5924,1942
3967,60956,4,forest,5989,5081,4583,4608,5074,11365,8644,34425,32849,16423,993,615,839,729,32,32,32,32,5989.000000000000000,5081.000000000000000,4583.000000000000000,4608.000000000000000,5074.000000000000000,11365,8644,0.0508440,0.0027201,39.9429016,17.6688995,15.2917004,12.9130001,9.4736795,11.2244997,32,32,32,32,0,4,0,4,1,1,11347,8702,7523,5672,1814
3968,61060,4,forest,5974,4601,3807,3856,4369,10171,8964,35011,32969,14209,1132,729,1132,689,26,26,26,26,5974.000000000000000,4601.000000000000000,3807.000000000000000,3856.000000000000000,4369.000000000000000,10171,8964,0.0687378,0.0063944,27.7327003,12.5904999,17.4230995,17.4230995,11.2173996,10.6000004,26,26,26,26,0,4,0,4,1,1,10148,9059,8094,5689,1747
3969,61068,4,forest,6006,5051,4700,4465,5171,11396,8610,34323,31920,18413,681,459,899,508,31,31,31,31,6006.000000000000000,5051.000000000000000,4700.000000000000000,4465.000000000000000,5171.000000000000000,11396,8610,0.0477155,-0.0256410,37.1651993,22.2331009,10.4871998,13.8421001,7.0740700,7.8297901,31,31,31,31,0,4,0,4,1,1,11376,8669,7515,5695,1609
3970,61079,4,forest,6206,4946,4302,4201,4678,10933,8996,34131,32370,18349,617,497,562,516,28,28,28,28,6206.000000000000000,4946.000000000000000,4302.000000000000000,4201.000000000000000,4678.000000000000000,10933,8996,0.0418708,-0.0118781,34.2728004,22.0849991,9.5000000,8.6521702,7.6595702,7.9444399,28,28,28,28,0,4,0,4,1,1,10919,9060,7901,5702,1711
3971,61098,4,forest,5774,4259,3667,3582,3984,9568,9092,34117,32375,12542,1249,917,1278,794,34,34,34,34,5774.000000000000000,4259.000000000000000,3667.000000000000000,3582.000000000000000,3984.000000000000000,9568,9092,0.0414325,-0.0117257,26.5935993,8.7676096,19.2173996,19.6667004,14.1176004,12.2222004,34,34,34,34,0,4,0,4,1,1,9553,9218,8053,5810,1690
3972,61134,4,forest,5962,4472,3923,4144,4171,10182,9086,33763,33657,11591,1554,1173,1670,1208,33,33,33,33,5962.000000000000000,4472.000000000000000,3923.000000000000000,4144.000000000000000,4171.000000000000000,10182,9086,0.0306400,0.0273956,20.7663994,6.5857201,23.9167004,25.7000008,18.0606003,18.5862007,33,33,33,33,0,4,0,4,1,1,10170,9176,7902,5912,1974
3973,61140,1,barren,8408,7590,6654,5749,5005,14934,10833,28126,30369,8736,919,919,915,919,10,10,10,10,8408.000000000000000,7590.000000000000000,6654.000000000000000,5749.000000000000000,5005.000000000000000,14934,10833,-0.1414360,-0.0729662,20.1032009,0.0369263,14.1499996,14.0832996,14.1499996,14.1499996,10,10,10,10,0,1,0,1,1,1,15038,10707,7613,5383,1801
3974,61170,4,forest,6067,4782,4050,4122,4539,10589,8949,34625,33048,11451,1328,930,1378,893,35,35,35,35,6067.000000000000000,4782.000000000000000,4050.000000000000000,4122.000000000000000,4539.000000000000000,10589,8949,0.0569333,0.0088106,20.3040009,6.2652001,20.4400005,21.2105007,14.3157997,13.7406998,35,35,35,35,0,4,0,4,1,1,10570,9026,7962,5702,1805
3975,61198,4,forest,6190,5262,4530,4606,5039,11501,8795,34502,33032,18787,884,645,904,599,26,26,26,26,6190.000000000000000,5262.000000000000000,4530.000000000000000,4606.000000000000000,5039.000000000000000,11501,8795,0.0531926,0.0083188,25.3999996,23.0895996,13.6111002,13.9167004,9.9306898,9.2200003,26,26,26,26,0,4,0,4,1,1,11485,8839,7695,5582,1850
3976,61239,4,forest,6144,4920,4539,4491,4765,11153,8922,33555,32585,17003,493,397,529,396,24,24,24,24,6144.000000000000000,4920.000000000000000,4539.000000000000000,4491.000000000000000,4765.000000000000000,11153,8922,0.0242906,-0.0053156,32.5147018,18.9986000,7.5849099,8.1428604,6.1176500,6.0930200,24,24,24,24,0,4,0,4,1,1,11143,8978,7642,5839,1808
3977,61272,4,forest,6200,5065,4688,4520,5071,11465,8771,34045,32162,11620,1182,990,1295,1009,31,31,31,31,6200.000000000000000,5065.000000000000000,4688.000000000000000,4520.000000000000000,5071.000000000000000,11465,8771,0.0392458,-0.0182450,27.8062992,6.6530499,18.1875000,19.9258995,15.2372999,15.5263004,31,31,31,31,0,4,0,4,1,1,11448,8817,7629,5773,1679
3978,61285,1,barren,7526,6747,5957,5052,4541,13337,10496,28341,30066,8764,1302,1302,1341,1312,12,12,12,12,7526.000000000000000,6747.000000000000000,5957.000000000000000,5052.000000000000000,4541.000000000000000,13337,10496,-0.1348830,-0.0822055,31.0443993,0.1022950,20.0370007,20.6315994,20.0370007,20.1923008,12,12,12,12,0,1,0,1,1,1,13426,10460,7543,5399,1696
3979,61286,1,barren,7523,6512,5622,4678,4295,12819,10586,28376,29757,8670,1011,1011,1023,1011,13,13,13,13,7523.000000000000000,6512.000000000000000,5622.000000000000000,4678.000000000000000,4295.000000000000000,12819,10586,-0.1338110,-0.0916505,46.8933983,-0.1127010,15.5556002,15.7500000,15.5556002,15.5556002,13,13,13,13,0,1,0,1,1,1,12902,10566,7814,5415,1608
3980,61304,4,forest,6102,4621,4436,4592,4809,11021,8753,34081,33326,16435,789,614,694,635,37,37,37,37,6102.000000000000000,4621.000000000000000,4436.000000000000000,4592.000000000000000,4809.000000000000000,11021,8753,0.0403461,0.0172796,33.0443001,17.6952000,12.1489000,10.6786003,9.4461498,9.7777796,37,37,37,37,0,4,0,4,1,1,10997,8805,7656,6068,1908
3981,61410,1,barren,7598,6369,5685,4666,4071,12706,10781,27340,29534,8754,1322,1322,1315,1322,9,9,9,9,7598.000000000000000,6369.000000000000000,5685.000000000000000,4666.000000000000000,4071.000000000000000,12706,10781,-0.1654370,-0.0984446,47.8722000,0.0796509,20.3500004,20.2353001,20.3500004,20.3500004,9,9,9,9,0,1,0,1,1,1,12798,10761,7794,5590,1617
3982,61412,1,barren,6849,6454,4765,4374,3728,11714,10546,28759,31358,9067,1033,1033,990,1034,19,19,19,19,6849.000000000000000,6454.000000000000000,4765.000000000000000,4374.000000000000000,3728.000000000000000,11714,10546,-0.1221010,-0.0427837,50.6413994,0.7976380,15.8999996,15.2399998,15.8999996,15.9183998,19,19,19,19,0,1,0,1,1,1,11801,10596,7874,4914,1977
3983,61415,1,barren,8593,7262,6427,5598,5130,14780,10685,29083,30501,8772,1160,1160,1160,1160,12,12,12,12,8593.000000000000000,7262.000000000000000,6427.000000000000000,5598.000000000000000,5130.000000000000000,14780,10685,-0.1122260,-0.0689397,25.6214008,0.1211240,17.8570995,17.8462009,17.8570995,17.8570995,12,12,12,12,0,1,0,1,1,1,14859,10543,7947,5615,1716
3984,61423,1,barren,8534,7464,6332,5413,4776,14554,10994,28171,30196,8848,902,902,891,902,16,16,16,16,8534.000000000000000,7464.000000000000000,6332.000000000000000,5413.000000000000000,4776.000000000000000,14554,10994,-0.1400790,-0.0782460,31.0056000,0.2949830,13.8780003,13.7143002,13.8780003,13.8780003,16,16,16,16,0,1,0,1,1,1,14654,10874,7961,5369,1733
3985,61433,4,forest,6168,4955,4588,4629,5198,11465,8588,34802,32905,17436,615,453,705,361,24,24,24,24,6168.000000000000000,4955.000000000000000,4588.000000000000000,4629.000000000000000,5198.000000000000000,11465,8588,0.0623340,0.0044483,28.7106991,19.9923992,9.4727297,10.8519001,6.9787202,5.5555601,24,24,24,24,0,4,0,4,1,1,11436,8628,7660,5845,1772
3986,61451,1,barren,7784,6721,6194,5074,4490,13533,10703,27535,29503,8843,1327,1287,1316,1317,18,18,18,18,7784.000000000000000,6721.000000000000000,6194.000000000000000,5074.000000000000000,4490.000000000000000,13533,10703,-0.1594910,-0.0993965,49.6721992,0.2828670,20.4211006,20.2500000,19.7999992,20.2632008,18,18,18,18,0,1,0,1,1,1,13630,10649,7560,5595,1595
3987,61480,4,forest,6231,5071,4878,4544,5278,11671,8665,34050,31598,16406,1320,769,1512,866,36,36,36,36,6231.000000000000000,5071.000000000000000,4878.000000000000000,4544.000000000000000,5278.000000000000000,11671,8665,0.0393856,-0.0354489,22.9605999,17.6294994,20.3208008,23.2758999,11.8393002,13.3249998,36,36,36,36,0,4,0,4,1,1,11650,8703,7557,5829,1544
3988,61491,1,barren,8481,7562,6620,5672,5105,14958,10776,28527,30233,9337,1346,1346,1339,1346,12,12,12,12,8481.000000000000000,7562.000000000000000,6620.000000000000000,5672.000000000000000,5105.000000000000000,14958,10776,-0.1292110,-0.0771233,39.2686996,1.4164701,20.7169991,20.6110992,20.7169991,20.7169991,12,12,12,12,0,1,0,1,1,1,15054,10644,7723,5398,1720
3989,61496,1,barren,7935,6959,5908,5045,4237,13457,10966,27364,30178,8748,644,644,615,644,9,9,9,9,7935.000000000000000,6959.000000000000000,5908.000000000000000,5045.000000000000000,4237.000000000000000,13457,10966,-0.1647120,-0.0787912,15.4113998,0.0659180,9.9148903,9.4666700,9.9148903,9.9148903,9,9,9,9,0,1,0,1,1,1,13561,10910,7818,5378,1793
3990,61497,1,barren,7890,6581,5345,4627,3836,12667,11072,27375,30401,8135,579,579,455,579,10,10,10,10,7890.000000000000000,6581.000000000000000,5345.000000000000000,4627.000000000000000,3836.000000000000000,12667,11072,-0.1643610,-0.0720016,63.2089996,-1.3410600,8.9183702,7.0000000,8.9183702,8.9183702,10,10,10,10,1,1,0,1,1,1,12762,11039,8190,5429,1816
3991,61534,4,forest,5766,4760,4371,4626,4947,10975,8509,34785,33688,9938,1466,1112,1421,1166,35,35,35,35,5766.000000000000000,4760.000000000000000,4371.000000000000000,4626.000000000000000,4947.000000000000000,10975,8509,0.0618159,0.0283428,23.3955002,2.7945900,22.5576992,21.8750000,17.1081009,17.9473991,35,35,35,35,0,4,0,4,1,1,10949,8582,7473,5807,1958
3992,61542,1,barren,8734,9052,9177,8250,7731,19135,9532,29958,31017,8725,1938,1938,1933,1938,6,6,6,6,8734.000000000000000,9052.000000000000000,9177.000000000000000,8250.000000000000000,7731.000000000000000,19135,9532,-0.0855216,-0.0531933,1.8625799,0.0116272,29.8181992,29.7500000,29.8181992,29.8181992,6,6,6,6,0,1,0,1,1,1,19227,9245,6007,5504,1913
3993,61548,1,barren,7975,7611,7208,6294,5915,15630,9995,29532,30542,8529,1307,1307,1341,1307,14,14,14,14,7975.000000000000000,7611.000000000000000,7208.000000000000000,6294.000000000000000,5915.000000000000000,15630,9995,-0.0985293,-0.0676937,50.3111992,-0.4364320,20.1110992,20.6429005,20.1110992,20.1110992,14,14,14,14,0,1,0,1,1,1,15713,9859,6953,5450,1739
3994,61574,1,barren,8153,8920,8997,7694,7289,18281,9613,29324,30202,8758,2103,2103,2059,2103,18,18,18,18,8153.000000000000000,8920.000000000000000,8997.000000000000000,7694.000000000000000,7289.000000000000000,18281,9613,-0.1048750,-0.0780660,17.0683002,0.0878296,32.3636017,31.6875000,32.3636017,32.3636017,18,18,18,18,0,1,0,1,1,1,18392,9397,5791,5224,1701
3995,61586,1,barren,8053,6799,5679,4921,4362,13355,10828,28463,30417,8860,760,746,845,754,15,15,15,15,8053.000000000000000,6799.000000000000000,5679.000000000000000,4921.000000000000000,4362.000000000000000,13355,10828,-0.1311620,-0.0715094,69.7563019,0.3223880,11.6956997,13.0000000,11.4893999,11.6086998,15,15,15,15,0,1,0,1,1,1,13439,10763,8099,5450,1748
