FID,POINTID,GRID_CODE,class,predB1,predB2,predB3,predB4,predB5,predB6,predB7,predB8,predB9,predB10,predB11,predB12,predB13,predB14,predB15,predB16,predB17,predB18,imgB1,imgB2,imgB3,imgB4,imgB5,pca1,pca2,ndvi,ndvir,skp,diff,lst,grd,all,frst,grdr,lstr,allr,frstr,rand,rand2,rand3,id_2,rand4,rand5,pcaxB1,pcaxB2,pcaxB3,pcaxB4,pcaxB5
847,13606,4,forest,5667,4562,4056,3941,4293,10110,8936,33689,32288,12565,1479,973,1540,940,37,37,37,35,5667.000000000000000,4562.000000000000000,4056.000000000000000,3941.000000000000000,4293.000000000000000,10110,8936,0.0283866,-0.0143804,11.7433996,8.8209801,22.7618999,23.7000008,14.9706001,14.4762001,37,37,37,35,0,4,0,4,1,1,10102,9053,7684,5703,1734
848,13645,4,forest,5959,4279,3196,3479,3657,9269,9334,34963,34148,13735,1338,897,1341,843,37,37,37,37,5959.000000000000000,4279.000000000000000,3196.000000000000000,3479.000000000000000,3657.000000000000000,9269,9334,0.0672698,0.0423970,27.1168995,11.5037003,20.5937996,20.6399994,13.8094997,12.9756002,37,37,37,37,0,4,0,4,1,1,9251,9457,8458,5719,1920
849,13648,4,forest,5942,4199,3498,3404,3744,9362,9320,33872,32313,15160,1490,842,1552,569,37,37,37,37,5942.000000000000000,4199.000000000000000,3498.000000000000000,3404.000000000000000,3744.000000000000000,9362,9320,0.0339685,-0.0136192,25.2689991,14.7708998,22.9309998,23.8824005,12.9538002,8.7567596,37,37,37,37,0,4,0,4,1,1,9350,9446,8288,5842,1682
850,13688,4,forest,5900,4652,4173,4267,4557,10572,8843,34200,33124,13133,940,702,1080,747,32,32,32,32,5900.000000000000000,4652.000000000000000,4173.000000000000000,4267.000000000000000,4557.000000000000000,10572,8843,0.0439863,0.0111375,16.3332005,10.1229000,14.4706001,16.6154003,10.8000002,11.5000000,32,32,32,32,0,4,0,4,1,1,10555,8926,7728,5820,1858
851,13730,4,forest,6140,4641,4089,4050,4333,10450,9129,33709,32603,18095,810,561,929,526,28,28,28,28,6140.000000000000000,4641.000000000000000,4089.000000000000000,4050.000000000000000,4333.000000000000000,10450,9129,0.0289718,-0.0047917,16.3995991,21.5030003,12.4762001,14.2940998,8.6363602,8.1000004,28,28,28,28,0,4,0,4,1,1,10438,9208,7974,5852,1771
852,13731,4,forest,6123,4772,4257,4291,4486,10743,9050,33618,32890,18906,1227,698,1227,498,39,39,39,39,6123.000000000000000,4772.000000000000000,4257.000000000000000,4291.000000000000000,4486.000000000000000,10743,9050,0.0261924,0.0039776,14.6927004,23.3630009,18.8889008,18.8889008,10.7500000,7.6666698,39,39,39,39,0,4,0,4,1,1,10733,9119,7816,5838,1853
853,13785,4,forest,5899,4745,4266,4142,4394,10522,9037,33244,32276,18494,1404,825,1450,588,38,38,38,38,5899.000000000000000,4745.000000000000000,4266.000000000000000,4142.000000000000000,4394.000000000000000,10522,9037,0.0147806,-0.0147478,17.6422997,22.4188995,21.6000004,22.3157997,12.6976995,9.0476198,38,38,38,38,0,4,0,4,1,1,10519,9130,7677,5745,1765
854,13840,4,forest,5702,4769,4066,3963,4452,10308,8876,34244,32339,18735,532,510,608,653,22,22,22,18,5702.000000000000000,4769.000000000000000,4066.000000000000000,3963.000000000000000,4452.000000000000000,10308,8876,0.0453158,-0.0128285,19.7073002,22.9710007,8.1904802,9.3571396,7.8604698,10.0556002,22,22,22,18,0,4,0,4,1,1,10297,8988,7723,5543,1714
855,13848,4,forest,6041,5039,4421,4323,4560,10939,9062,33267,32392,13319,1737,1119,1737,1142,41,41,41,41,6041.000000000000000,5039.000000000000000,4421.000000000000000,4323.000000000000000,4560.000000000000000,10939,9062,0.0154771,-0.0112077,20.3421993,10.5500002,26.7367992,26.7367992,17.2257996,17.5713997,41,41,41,41,0,4,0,4,1,1,10939,9137,7658,5635,1803
856,13948,1,barren,7847,7462,7710,6570,6087,15911,9861,28906,30144,8794,1774,1774,1812,1774,9,9,9,9,7847.000000000000000,7462.000000000000000,7710.000000000000000,6570.000000000000000,6087.000000000000000,15911,9861,-0.1176340,-0.0798319,21.1532001,0.1717530,27.3029995,27.8889008,27.3029995,27.3029995,9,9,9,9,0,1,0,1,1,1,16000,9720,6496,5734,1667
857,14023,1,barren,7745,8190,8141,6855,6395,16629,9837,28825,29950,8776,1814,1814,1773,1814,11,11,11,11,7745.000000000000000,8190.000000000000000,8141.000000000000000,6855.000000000000000,6395.000000000000000,16629,9837,-0.1201160,-0.0857562,20.3416996,0.1291500,27.9118004,27.2777996,27.9118004,27.9118004,11,11,11,11,0,1,0,1,1,1,16739,9693,6127,5267,1662
858,14038,4,forest,5841,4373,3723,3611,3874,9633,9252,33411,32259,19352,1058,785,1044,632,29,29,29,18,5841.000000000000000,4373.000000000000000,3723.000000000000000,3611.000000000000000,3874.000000000000000,9633,9252,0.0198763,-0.0152713,16.9643993,24.3852997,16.2777996,16.0713997,12.0768995,9.7368402,29,29,29,18,0,4,0,4,1,1,9628,9376,8040,5769,1723
859,14068,4,forest,5971,5019,4252,4453,4655,10925,8892,34242,33516,12302,734,548,743,552,22,22,22,22,5971.000000000000000,5019.000000000000000,4252.000000000000000,4453.000000000000000,4655.000000000000000,10925,8892,0.0452453,0.0230902,27.8017998,8.2174997,11.2940998,11.4375000,8.4399996,8.5000000,22,22,22,22,0,4,0,4,1,1,10915,8964,7696,5604,1967
860,14076,4,forest,6297,5155,4695,4852,5413,11855,8527,35087,33298,8769,1675,1675,1573,1844,37,37,37,16,6297.000000000000000,5155.000000000000000,4695.000000000000000,4852.000000000000000,5413.000000000000000,11855,8527,0.0710329,0.0164450,19.0729008,0.1132810,25.7707996,24.2082996,25.7707996,28.3810005,37,37,37,16,0,4,0,4,1,1,11823,8546,7658,5803,1847
861,14083,2,herb,6859,5759,5280,5568,6978,13683,7736,37297,33629,8733,2432,2432,2424,2432,20,20,20,20,6859.000000000000000,5759.000000000000000,5280.000000000000000,5568.000000000000000,6978.000000000000000,13683,7736,0.1385220,0.0265487,7.9601302,0.0298462,37.4262009,37.3030014,37.4262009,37.4262009,20,20,20,20,0,2,0,2,1,1,13601,7655,7741,5776,1705
862,14099,1,barren,8570,8530,8167,6996,6337,17215,10327,28626,30230,8731,1312,1312,1305,1312,10,10,10,10,8570.000000000000000,8530.000000000000000,8167.000000000000000,6996.000000000000000,6337.000000000000000,17215,10327,-0.1261720,-0.0772275,4.1631098,0.0273132,20.1905003,20.0909004,20.1905003,20.1905003,10,10,10,10,0,1,0,1,1,1,17329,10124,6647,5342,1756
863,14152,4,forest,5967,5053,4506,4314,4723,11019,8923,33530,32046,12064,1314,825,1338,455,30,30,30,30,5967.000000000000000,5053.000000000000000,4506.000000000000000,4314.000000000000000,4723.000000000000000,11019,8923,0.0235129,-0.0217687,30.4304008,7.6715999,20.2222004,20.5881996,12.6969995,7.0000000,30,30,30,30,0,4,0,4,1,1,11016,9000,7580,5608,1713
864,14165,2,herb,6421,5932,4969,5154,6356,12949,8057,36772,33358,8716,2622,2622,2626,2622,13,13,13,13,6421.000000000000000,5932.000000000000000,4969.000000000000000,5154.000000000000000,6356.000000000000000,12949,8057,0.1224720,0.0182752,11.2903996,-0.0090637,40.3428993,40.4000015,40.3428993,40.3428993,13,13,13,13,0,2,0,2,1,1,12898,8039,7644,5304,1738
865,14168,2,herb,6771,6183,5629,5580,7272,14119,7657,36932,32616,8724,2460,2460,2495,2460,13,13,13,13,6771.000000000000000,6183.000000000000000,5629.000000000000000,5580.000000000000000,7272.000000000000000,14119,7657,0.1273540,-0.0043715,9.3388205,0.0102844,37.8594017,38.3913002,37.8594017,37.8594017,13,13,13,13,0,2,0,2,1,1,14048,7580,7504,5475,1497
866,14174,2,herb,7145,6357,5587,6140,7933,14906,7261,38444,34304,8757,2612,2612,2620,2612,14,14,14,14,7145.000000000000000,6357.000000000000000,5587.000000000000000,6140.000000000000000,7933.000000000000000,14906,7261,0.1735210,0.0471561,8.5118904,0.0867310,40.1897011,40.3125000,40.1897011,40.1897011,14,14,14,14,0,2,0,2,1,1,14801,7120,7749,5567,1773
867,14190,1,barren,8581,8337,7883,6633,6067,16736,10466,28495,29938,8735,1124,1124,1091,1124,10,10,10,10,8581.000000000000000,8337.000000000000000,7883.000000000000000,6633.000000000000000,6067.000000000000000,16736,10466,-0.1301790,-0.0861119,2.5558200,0.0354004,17.3022995,16.7931004,17.3022995,17.3022995,10,10,10,10,0,1,0,1,1,1,16849,10279,6889,5347,1662
868,14197,1,barren,8420,8672,8810,7524,6839,17935,10001,28633,30180,8735,1550,1550,1516,1550,12,12,12,12,8420.000000000000000,8672.000000000000000,8810.000000000000000,7524.000000000000000,6839.000000000000000,17935,10001,-0.1259510,-0.0787315,6.9591699,0.0359497,23.8528996,23.3332996,23.8528996,23.8528996,12,12,12,12,0,1,0,1,1,1,18052,9781,6071,5459,1748
869,14231,4,forest,6109,4950,4326,4213,4616,10873,9010,33822,32326,13367,1726,1059,1716,1145,40,40,40,40,6109.000000000000000,4950.000000000000000,4326.000000000000000,4213.000000000000000,4616.000000000000000,10873,9010,0.0324312,-0.0132334,29.6406994,10.6591997,26.5555992,26.4118004,16.3029995,17.6250000,40,40,40,40,0,4,0,4,1,1,10865,9082,7805,5676,1733
870,14257,2,herb,6762,5862,5191,5710,7010,13718,7657,37644,34319,8716,2514,2514,2485,2514,14,14,14,14,6762.000000000000000,5862.000000000000000,5191.000000000000000,5710.000000000000000,7010.000000000000000,13718,7657,0.1490860,0.0476103,9.0740099,-0.0070496,38.6889000,38.2308006,38.6889000,38.6889000,14,14,14,14,0,2,0,2,1,1,13636,7577,7697,5663,1868
871,14346,4,forest,6181,5142,4695,4494,5111,11501,8755,34149,32043,13869,1132,776,1229,797,38,38,38,38,6181.000000000000000,5142.000000000000000,4695.000000000000000,4494.000000000000000,5111.000000000000000,11501,8755,0.0424230,-0.0218740,21.0188999,11.8111000,17.4230995,18.9130001,11.9518003,12.2679005,38,38,38,38,0,4,0,4,1,1,11485,8803,7625,5694,1649
872,14377,1,barren,9164,8366,8151,6856,6161,17278,10699,28204,29933,8750,1056,1056,1105,1056,10,10,10,10,9164.000000000000000,8366.000000000000000,8151.000000000000000,6856.000000000000000,6161.000000000000000,17278,10699,-0.1390440,-0.0862931,15.8130999,0.0694580,16.2500000,17.0000000,16.2500000,16.2500000,10,10,10,10,0,1,0,1,1,1,17390,10462,7086,5672,1653
873,14418,4,forest,6157,5287,4777,4700,5062,11650,8822,33708,32493,11843,2018,1667,2018,1776,38,38,38,38,6157.000000000000000,5287.000000000000000,4777.000000000000000,4700.000000000000000,5062.000000000000000,11650,8822,0.0289664,-0.0081249,18.8500996,7.1638498,31.0499992,31.0526009,25.6537991,27.3332996,38,38,38,38,0,4,0,4,1,1,11643,8866,7493,5643,1803
874,14421,4,forest,6168,5119,5151,4928,5369,11980,8606,33438,32035,10287,2369,1877,2380,1879,45,45,45,45,6168.000000000000000,5119.000000000000000,5151.000000000000000,4928.000000000000000,5369.000000000000000,11980,8606,0.0207224,-0.0221252,16.3952999,3.5952499,36.4500008,36.6250000,28.8845997,28.9090996,45,45,45,45,0,4,0,4,1,1,11966,8634,7250,5938,1705
875,14424,4,forest,6175,5267,4932,5239,5371,12086,8558,34155,33748,12039,2073,1492,2073,1436,47,47,47,47,6175.000000000000000,5267.000000000000000,4932.000000000000000,5239.000000000000000,5371.000000000000000,12086,8558,0.0426090,0.0301839,13.7586002,7.6125202,31.8946991,31.8946991,22.9654999,22.0951996,47,47,47,47,0,4,0,4,1,1,12068,8574,7310,5834,2076
876,14427,4,forest,6288,4899,4567,4367,4767,11174,8999,33461,32026,18282,628,569,632,598,27,27,27,22,6288.000000000000000,4899.000000000000000,4567.000000000000000,4367.000000000000000,4767.000000000000000,11174,8999,0.0214271,-0.0223864,15.1538000,21.9312992,9.6666698,9.7333298,8.7666702,9.1999998,27,27,27,22,0,4,0,4,1,1,11163,9049,7760,5887,1683
877,14428,4,forest,6150,4935,4710,4615,4917,11359,8837,33464,32426,16578,1235,898,1292,698,34,34,34,34,6150.000000000000000,4935.000000000000000,4710.000000000000000,4615.000000000000000,4917.000000000000000,11359,8837,0.0215020,-0.0101877,16.6571007,18.0240993,19.0000000,19.8889008,13.8234997,10.7500000,34,34,34,34,0,4,0,4,1,1,11347,8885,7529,5902,1782
878,14465,2,herb,6888,6227,5769,6050,7531,14572,7497,37100,33538,8752,2442,2442,2477,2442,14,14,14,14,6888.000000000000000,6227.000000000000000,5769.000000000000000,6050.000000000000000,7531.000000000000000,14572,7497,0.1324810,0.0237753,10.2305002,0.0734558,37.5800018,38.1142998,37.5800018,37.5800018,14,14,14,14,0,2,0,2,1,1,14493,7388,7412,5630,1734
879,14479,1,barren,10792,9626,8880,7415,6722,19417,11417,28228,29814,8719,1595,1595,1610,1595,13,13,13,13,10792.000000000000000,9626.000000000000000,8880.000000000000000,7415.000000000000000,6722.000000000000000,19417,11417,-0.1383160,-0.0899049,0.1027440,-0.0001831,24.5417004,24.7826004,24.5417004,24.5417004,13,13,13,13,0,1,0,1,1,1,19544,11042,7718,5556,1589
880,14487,1,barren,11005,10124,9074,7245,6817,19794,11631,28107,29088,8723,1736,1736,1767,1736,20,20,20,20,11005.000000000000000,10124.000000000000000,9074.000000000000000,7245.000000000000000,6817.000000000000000,19794,11631,-0.1420300,-0.1120780,1.6743300,0.0073853,26.7143002,27.1923008,26.7143002,26.7143002,20,20,20,20,0,1,0,1,1,1,19935,11249,7810,5227,1353
881,14490,1,barren,8935,8695,8477,7045,6475,17678,10493,28373,29737,8726,1191,1191,1248,1191,12,12,12,12,8935.000000000000000,8695.000000000000000,8477.000000000000000,7045.000000000000000,6475.000000000000000,17678,10493,-0.1338950,-0.0922561,16.5356998,0.0140686,18.3332996,19.2082996,18.3332996,18.3332996,12,12,12,12,0,1,0,1,1,1,17798,10261,6718,5435,1596
882,14491,1,barren,9101,8640,8706,6897,6465,17763,10634,27920,28961,8754,1170,1170,1204,1170,12,12,12,12,9101.000000000000000,8640.000000000000000,8706.000000000000000,6897.000000000000000,6465.000000000000000,17763,10634,-0.1477160,-0.1159390,15.9177999,0.0800476,18.0000000,18.5356998,18.0000000,18.0000000,12,12,12,12,0,1,0,1,1,1,17888,10397,6728,5572,1352
883,14497,1,barren,8797,8857,8249,7385,6381,17684,10458,28577,30949,8742,1261,1261,1268,1261,13,13,13,13,8797.000000000000000,8857.000000000000000,8249.000000000000000,7385.000000000000000,6381.000000000000000,17684,10458,-0.1276830,-0.0552642,5.7672901,0.0506592,19.4048004,19.5200005,19.4048004,19.4048004,13,13,13,13,0,1,0,1,1,1,17806,10226,6659,5275,2033
884,14503,1,barren,8487,7848,7416,6167,5551,15840,10644,28048,29747,8741,1208,1208,1208,1208,9,9,9,9,8487.000000000000000,7848.000000000000000,7416.000000000000000,6167.000000000000000,5551.000000000000000,15840,10644,-0.1438270,-0.0919532,2.5067899,0.0486145,18.5853996,18.5909004,18.5853996,18.5853996,9,9,9,9,0,1,0,1,1,1,15949,10489,7161,5493,1628
885,14504,1,barren,8610,7906,7557,6336,5500,16029,10774,27598,29880,8736,1214,1214,1192,1214,12,12,12,12,8610.000000000000000,7906.000000000000000,7557.000000000000000,6336.000000000000000,5500.000000000000000,16029,10774,-0.1575400,-0.0878860,1.9528100,0.0387878,18.6889000,18.3477993,18.6889000,18.6889000,12,12,12,12,0,1,0,1,1,1,16146,10606,7104,5578,1709
886,14520,1,barren,8641,9281,9629,8464,7718,19463,9656,29151,30650,8748,1786,1786,1769,1786,10,10,10,10,8641.000000000000000,9281.000000000000000,9629.000000000000000,8464.000000000000000,7718.000000000000000,19463,9656,-0.1101630,-0.0643895,20.7444000,0.0646057,27.4883995,27.2222004,27.4883995,27.4883995,10,10,10,10,0,1,0,1,1,1,19579,9372,5596,5463,1894
887,14526,4,forest,6172,4835,4679,4445,4964,11264,8792,33728,31919,12120,1982,1278,2037,1203,46,46,46,46,6172.000000000000000,4835.000000000000000,4679.000000000000000,4445.000000000000000,4964.000000000000000,11264,8792,0.0295551,-0.0256466,13.9972000,7.8004498,30.5000000,31.3528996,19.6667004,18.5216999,46,46,46,46,0,4,0,4,1,1,11246,8842,7617,5939,1637
888,14572,2,herb,7191,6507,5908,6141,7613,14976,7663,36891,33393,8734,2548,2548,2560,2548,16,16,16,16,7191.000000000000000,6507.000000000000000,5908.000000000000000,6141.000000000000000,7613.000000000000000,14976,7663,0.1261000,0.0193377,9.8255997,0.0328369,39.2127991,39.3846016,39.2127991,39.2127991,16,16,16,16,0,2,0,2,1,1,14902,7530,7527,5569,1720
889,14576,2,herb,6705,6358,5768,5842,7667,14521,7361,37390,32968,8729,2652,2652,2629,2652,16,16,16,16,6705.000000000000000,6358.000000000000000,5768.000000000000000,5842.000000000000000,7667.000000000000000,14521,7361,0.1413470,0.0063738,8.9574604,0.0216675,40.8036003,40.4544983,40.8036003,40.8036003,16,16,16,16,0,2,0,2,1,1,14440,7271,7362,5390,1546
890,14580,2,herb,6789,6095,5440,5809,7707,14314,7216,38408,33834,8759,2433,2433,2459,2433,15,15,15,15,6789.000000000000000,6095.000000000000000,5440.000000000000000,5809.000000000000000,7707.000000000000000,14314,7216,0.1724350,0.0328029,15.4253998,0.0900269,37.4314003,37.8333015,37.4314003,37.4314003,15,15,15,15,0,2,0,2,1,1,14211,7116,7643,5536,1642
891,14583,2,herb,6927,6307,5604,6002,7906,14717,7192,38342,33883,8750,2389,2389,2504,2389,16,16,16,16,6927.000000000000000,6307.000000000000000,5604.000000000000000,6002.000000000000000,7906.000000000000000,14717,7192,0.1703920,0.0342926,19.4057999,0.0705872,36.7608986,38.5357018,36.7608986,36.7608986,16,16,16,16,0,2,0,2,1,1,14614,7073,7617,5497,1670
892,14602,1,barren,11084,10005,9161,7658,6631,19898,11765,27511,29832,8725,1765,1765,1770,1765,12,12,12,12,11084.000000000000000,10005.000000000000000,9161.000000000000000,7658.000000000000000,6631.000000000000000,19898,11765,-0.1602080,-0.0893632,0.9894640,0.0128479,27.1562996,27.2308006,27.1562996,27.1562996,12,12,12,12,0,1,0,1,1,1,20048,11367,7668,5498,1688
893,14623,1,barren,8881,8072,7511,6466,5695,16359,10753,28255,30310,8738,1173,1173,1115,1173,24,24,24,24,8881.000000000000000,8072.000000000000000,7511.000000000000000,6466.000000000000000,5695.000000000000000,16359,10753,-0.1375130,-0.0747657,1.3118800,0.0425720,18.0487995,17.1667004,18.0487995,18.0487995,24,24,24,24,0,1,0,1,1,1,16467,10556,7322,5551,1776
894,14634,1,barren,8591,9307,9755,8400,7715,19475,9683,28934,30314,8740,1729,1729,1709,1729,7,7,7,7,8591.000000000000000,9307.000000000000000,9755.000000000000000,8400.000000000000000,7715.000000000000000,19475,9683,-0.1167720,-0.0746351,23.1014996,0.0469971,26.6000004,26.3043003,26.6000004,26.6000004,7,7,7,7,0,1,0,1,1,1,19598,9405,5498,5443,1786
895,14681,2,herb,6870,6458,5898,6160,7863,14924,7301,37437,33471,8727,2582,2582,2581,2582,11,11,11,11,6870.000000000000000,6458.000000000000000,5898.000000000000000,6160.000000000000000,7863.000000000000000,14924,7301,0.1427950,0.0217283,16.9923992,0.0169678,39.7332993,39.7142982,39.7332993,39.7332993,11,11,11,11,0,2,0,2,1,1,14839,7184,7341,5477,1683
896,14690,2,herb,6753,6264,5678,6264,7650,14632,7305,37607,34367,8739,2391,2391,2405,2391,18,18,18,18,6753.000000000000000,6264.000000000000000,5678.000000000000000,6264.000000000000000,7650.000000000000000,14632,7305,0.1479590,0.0490705,16.8041992,0.0452881,36.7924995,37.0000000,36.7924995,36.7924995,18,18,18,18,0,2,0,2,1,1,14545,7195,7335,5571,1929
897,14700,1,barren,11330,10276,9479,7819,7006,20515,11704,27845,29616,8722,1708,1708,1683,1708,8,8,8,8,11330.000000000000000,10276.000000000000000,9479.000000000000000,7819.000000000000000,7006.000000000000000,20515,11704,-0.1500150,-0.0959648,0.6763490,0.0065308,26.2856998,25.8946991,26.2856998,26.2856998,8,8,8,8,0,1,0,1,1,1,20662,11277,7658,5477,1561
898,14704,1,barren,11257,10104,9320,7516,7076,20246,11561,28276,29249,8723,1700,1700,1695,1700,12,12,12,12,11257.000000000000000,10104.000000000000000,9320.000000000000000,7516.000000000000000,7076.000000000000000,20246,11561,-0.1368630,-0.1071510,1.2047600,0.0069885,26.1599998,26.0869999,26.1599998,26.1599998,12,12,12,12,0,1,0,1,1,1,20379,11145,7799,5465,1362
899,14708,1,barren,10778,9936,9058,7512,6786,19692,11475,28062,29703,8720,1749,1749,1749,1749,8,8,8,8,10778.000000000000000,9936.000000000000000,9058.000000000000000,7512.000000000000000,6786.000000000000000,19692,11475,-0.1433980,-0.0933011,0.9021460,0.0000000,26.9200001,26.9200001,26.9200001,26.9200001,8,8,8,8,0,1,0,1,1,1,19831,11099,7581,5365,1587
900,14718,1,barren,9175,8626,8370,7173,6325,17699,10662,28201,30237,8741,1239,1239,1268,1239,12,12,12,12,9175.000000000000000,8626.000000000000000,8370.000000000000000,7173.000000000000000,6325.000000000000000,17699,10662,-0.1391630,-0.0770122,17.7710991,0.0499573,19.0697994,19.5200005,19.0697994,19.0697994,12,12,12,12,1,1,0,1,1,1,17818,10411,6896,5594,1776
901,14756,4,forest,6163,4873,4608,4546,4900,11258,8821,33766,32538,14336,1392,785,1462,752,38,38,38,38,6163.000000000000000,4873.000000000000000,4608.000000000000000,4546.000000000000000,4900.000000000000000,11258,8821,0.0307110,-0.0067730,16.3050995,12.8820000,21.4211006,22.5000000,12.0789003,11.5789003,38,38,38,38,0,4,0,4,1,1,11242,8870,7618,5913,1775
902,14793,2,herb,6829,6537,5853,6422,7946,15069,7198,37728,34278,8733,2665,2665,2679,2665,12,12,12,12,6829.000000000000000,6537.000000000000000,5853.000000000000000,6422.000000000000000,7946.000000000000000,15069,7198,0.1516780,0.0463544,18.6863995,0.0299683,41.0000000,41.2221985,41.0000000,41.0000000,12,12,12,12,0,2,0,2,1,1,14981,7072,7284,5445,1902
903,14813,1,barren,10838,9795,8865,7853,6906,19777,11283,28690,30776,8723,1632,1632,1654,1632,12,12,12,12,10838.000000000000000,9795.000000000000000,8865.000000000000000,7853.000000000000000,6906.000000000000000,19777,11283,-0.1242150,-0.0605335,0.5326840,0.0087585,25.1200008,25.4545002,25.1200008,25.1200008,12,12,12,12,0,1,0,1,1,1,19899,10885,7672,5531,1910
